county,year,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
Turkana,2023,1031460.3400726318,147692.498046875,559978.8754882812,19742.630599975582,107.3138464464576,29.900258023278685,26.37465527928933,3.525602743989357,14.31877623491321,1.914046506003845
Uasin Gishu,2023,1354692.5507202148,163983.09765625,842557.197265625,30590.630798339844,100.40891045895717,23.093236766126445,19.46254784701016,3.630688919116292,12.104820209505789,2.258123496883223
Vihiga,2023,589112.3542480469,65731.37353515625,330978.6064453125,33388.018798828125,92.50789221348236,29.94737134176733,19.859704601788824,10.0876667399785,11.15769734943972,5.66751292144351
Wajir,2023,868826.1206054688,137907.4892578125,435292.09375,9802.77978515625,114.11600738658667,33.933597959581306,31.681597538276563,2.252000421304746,15.872852575116797,1.1282786685009971
West Pokot,2023,742968.2863311768,135350.1533203125,360145.44775390625,16814.134475708008,98.75934348290752,42.25078749294564,37.58208084107165,4.668706651873996,18.21748731546536,2.2631025825795663
Baringo,2024,722782.3671875,103447.3984375,393096.4340820313,21492.98779296875,102.20471334358734,31.78364782734107,26.316035829496386,5.467611997844681,14.312385461205404,2.9736458398400805
Bomet,2024,986489.1272277832,124827.8671875,567672.8217773438,27451.875762939453,99.20635102352094,26.825265735580277,21.989403473055606,4.835862262524663,12.653749924065496,2.782785436275846
Bungoma,2024,2182657.462890625,283550.763671875,1206228.20703125,62199.3359375,94.82094908900648,28.663738552452667,23.50722375907173,5.156514793380933,12.991079383402267,2.849706699058755
Busia,2024,997173.1892089844,126679.3955078125,559555.83203125,32891.719482421875,91.59550274824176,28.51746078867116,22.63927712949612,5.87818365917504,12.703850933688054,3.298496172817632
Elgeyo-Marakwet,2024,455603.2741241455,61069.5380859375,257694.87353515625,14941.671096801758,100.59545597908088,29.49659344789773,23.69839075498956,5.79820269290818,13.404104306172504,3.279535496211197
Embu,2024,695969.6859436035,69655.3583984375,455772.5888671875,33888.53164672852,100.6330826339234,22.71832325470077,15.282919618216692,7.435403636484085,10.008389705077166,4.869253982058438
Garissa,2024,1105246.6171875,162240.6201171875,577838.5322265625,19020.30859375,114.0199838159226,31.3687853270172,28.07715496092517,3.291630366092028,14.679132927820046,1.7209108173658667
Homa Bay,2024,1216051.8852844238,167902.759765625,656394.2958984375,41199.47024536133,91.49043191301092,31.856192431529035,25.579558020961876,6.276634410567156,13.807203606806135,3.38796976871798
Isiolo,2024,410750.40773010254,62468.69775390625,222439.94775390625,9456.90284729004,110.31554282672444,32.334839729763964,28.083398860989544,4.251440868774421,15.208432317601842,2.302347768697534
Kajiado,2024,1536042.5103759766,211998.18359375,953452.7978515624,24904.021118164062,100.5495297445715,24.84676800421912,22.234785410609785,2.61198259360934,13.801583104744886,1.6213106701108366
Kakamega,2024,1697184.330505371,205971.435546875,952866.41015625,60708.719177246094,92.48485826164902,27.987150337306065,21.615982403357048,6.371167933949014,12.136067476273649,3.5770256704626093
Kericho,2024,996479.5606994628,121139.50390625,594114.1640625,28142.96694946289,100.74906848177804,25.12689982594129,20.38993702454572,4.736962801395573,12.15674748222814,2.8242392578236517
