county,year,sex,age_code,age_group,population
Kakamega,2023,male,15,15-19,108736.0625
Kericho,2023,male,15,15-19,60177.9765625
Kiambu,2023,male,15,15-19,126239.8984375
Kilifi,2023,male,15,15-19,102528.796875
Kirinyaga,2023,male,15,15-19,45654.06640625
Kisii,2023,male,15,15-19,79812.078125
Kisumu,2023,male,15,15-19,76689.3203125
Kitui,2023,male,15,15-19,83361.5078125
Kwale,2023,male,15,15-19,59329.7890625
Laikipia,2023,male,15,15-19,33980.5859375
Lamu,2023,male,15,15-19,9831.5517578125
Machakos,2023,male,15,15-19,87267.359375
Makueni,2023,male,15,15-19,68819.484375
Mandera,2023,male,15,15-19,67968.90625
Marsabit,2023,male,15,15-19,41288.1796875
Meru,2023,male,15,15-19,88987.0859375
Migori,2023,male,15,15-19,78692.859375
Mombasa,2023,male,15,15-19,55930.9453125
Murang'a,2023,male,15,15-19,58518.6328125
Nairobi,2023,male,15,15-19,201616.609375
Nakuru,2023,male,15,15-19,143174.59375
Nandi,2023,male,15,15-19,61771.453125
Narok,2023,male,15,15-19,81789.7265625
Nyamira,2023,male,15,15-19,36224.38671875
Nyandarua,2023,male,15,15-19,40912.96484375
Nyeri,2023,male,15,15-19,39288.9609375
Samburu,2023,male,15,15-19,24403.97265625
Siaya,2023,male,15,15-19,67802.84375
TaitaTaveta,2023,male,15,15-19,20280.1640625
TanaRiver,2023,male,15,15-19,40307.9609375
Tharaka-Nithi,2023,male,15,15-19,19478.83203125
TransNzoia,2023,male,15,15-19,71169.6953125
Turkana,2023,male,15,15-19,76101.6640625
UasinGishu,2023,male,15,15-19,78063.46875
Vihiga,2023,male,15,15-19,38195.625
Wajir,2023,male,15,15-19,64935.953125
WestPokot,2023,male,15,15-19,43209.71875
Baringo,2023,male,20,20-24,34809.375
Bomet,2023,male,20,20-24,45312.1953125
Bungoma,2023,male,20,20-24,90270.40625
Busia,2023,male,20,20-24,41893.5625
Elgeyo-Marakwet,2023,male,20,20-24,22543.640625
Embu,2023,male,20,20-24,31611.078125
Garissa,2023,male,20,20-24,56032.68359375
HomaBay,2023,male,20,20-24,49285.515625
Isiolo,2023,male,20,20-24,19989.34375
Kajiado,2023,male,20,20-24,77876.0625
Kakamega,2023,male,20,20-24,67505.59375
Kericho,2023,male,20,20-24,47264.5546875
Kiambu,2023,male,20,20-24,164766.09375
Kilifi,2023,male,20,20-24,78780.0
Kirinyaga,2023,male,20,20-24,37300.703125
Kisii,2023,male,20,20-24,51298.75390625
Kisumu,2023,male,20,20-24,61783.75
Kitui,2023,male,20,20-24,48993.3359375
Kwale,2023,male,20,20-24,41267.71875
Laikipia,2023,male,20,20-24,25540.296875
Lamu,2023,male,20,20-24,9179.7802734375
Machakos,2023,male,20,20-24,84253.4765625
Makueni,2023,male,20,20-24,46938.65234375
Mandera,2023,male,20,20-24,43232.01171875
Marsabit,2023,male,20,20-24,30653.77734375
Meru,2023,male,20,20-24,73887.140625
Migori,2023,male,20,20-24,55480.953125
Mombasa,2023,male,20,20-24,78475.1796875
Murang'a,2023,male,20,20-24,42518.359375
Nairobi,2023,male,20,20-24,325181.125
Nakuru,2023,male,20,20-24,129618.5859375
Nandi,2023,male,20,20-24,45923.55859375
Narok,2023,male,20,20-24,62170.984375
Nyamira,2023,male,20,20-24,21562.73828125
Nyandarua,2023,male,20,20-24,26812.310546875
Nyeri,2023,male,20,20-24,32497.42578125
Samburu,2023,male,20,20-24,18286.43359375
Siaya,2023,male,20,20-24,43687.8203125
TaitaTaveta,2023,male,20,20-24,17479.59375
TanaRiver,2023,male,20,20-24,32272.01171875
Tharaka-Nithi,2023,male,20,20-24,14391.76171875
TransNzoia,2023,male,20,20-24,48021.68359375
Turkana,2023,male,20,20-24,60674.109375
UasinGishu,2023,male,20,20-24,75723.828125
Vihiga,2023,male,20,20-24,22565.3203125
Wajir,2023,male,20,20-24,40072.59375
WestPokot,2023,male,20,20-24,32617.296875
Baringo,2023,male,25,25-29,24760.203125
Bomet,2023,male,25,25-29,34794.4921875
Bungoma,2023,male,25,25-29,63836.6640625
Busia,2023,male,25,25-29,28803.69140625
Elgeyo-Marakwet,2023,male,25,25-29,16370.5
Embu,2023,male,25,25-29,26229.611328125
Garissa,2023,male,25,25-29,35216.2578125
HomaBay,2023,male,25,25-29,35659.55859375
Isiolo,2023,male,25,25-29,15740.265625
Kajiado,2023,male,25,25-29,77009.4375
Kakamega,2023,male,25,25-29,46400.91796875
Kericho,2023,male,25,25-29,38634.6796875
Kiambu,2023,male,25,25-29,157276.796875
Kilifi,2023,male,25,25-29,60570.50390625
Kirinyaga,2023,male,25,25-29,31471.412109375
Kisii,2023,male,25,25-29,41788.578125
Kisumu,2023,male,25,25-29,51064.16015625
Kitui,2023,male,25,25-29,33633.76953125
Kwale,2023,male,25,25-29,33817.5859375
Laikipia,2023,male,25,25-29,20809.5546875
Lamu,2023,male,25,25-29,7983.90185546875
Machakos,2023,male,25,25-29,74256.859375
Makueni,2023,male,25,25-29,35416.78125
Mandera,2023,male,25,25-29,30363.9921875
Marsabit,2023,male,25,25-29,23813.89453125
Meru,2023,male,25,25-29,61056.00390625
Migori,2023,male,25,25-29,42095.0390625
Mombasa,2023,male,25,25-29,82122.734375
Murang'a,2023,male,25,25-29,33638.8203125
Nairobi,2023,male,25,25-29,353809.0
Nakuru,2023,male,25,25-29,103209.9921875
Nandi,2023,male,25,25-29,34670.9375
Narok,2023,male,25,25-29,48857.2109375
Nyamira,2023,male,25,25-29,17984.2109375
Nyandarua,2023,male,25,25-29,19741.751953125
Nyeri,2023,male,25,25-29,25178.294921875
Samburu,2023,male,25,25-29,13418.69140625
Siaya,2023,male,25,25-29,32752.578125
TaitaTaveta,2023,male,25,25-29,15028.5205078125
TanaRiver,2023,male,25,25-29,23688.716796875
Tharaka-Nithi,2023,male,25,25-29,11570.8955078125
TransNzoia,2023,male,25,25-29,35436.5078125
Turkana,2023,male,25,25-29,43965.8046875
UasinGishu,2023,male,25,25-29,60956.578125
Vihiga,2023,male,25,25-29,14992.115234375
Wajir,2023,male,25,25-29,30750.40234375
WestPokot,2023,male,25,25-29,24842.375
Baringo,2023,male,30,30-34,20681.359375
Bomet,2023,male,30,30-34,32181.703125
Bungoma,2023,male,30,30-34,59699.3203125
Busia,2023,male,30,30-34,26805.27734375
Elgeyo-Marakwet,2023,male,30,30-34,13814.44921875
Embu,2023,male,30,30-34,26018.9609375
Garissa,2023,male,30,30-34,28454.2265625
HomaBay,2023,male,30,30-34,33581.12890625
Isiolo,2023,male,30,30-34,14131.4091796875
Kajiado,2023,male,30,30-34,67728.6640625
Kakamega,2023,male,30,30-34,45764.98046875
Kericho,2023,male,30,30-34,35969.9296875
Kiambu,2023,male,30,30-34,140185.703125
Kilifi,2023,male,30,30-34,48400.796875
Kirinyaga,2023,male,30,30-34,36546.125
Kisii,2023,male,30,30-34,41026.18359375
Kisumu,2023,male,30,30-34,47850.15234375
Kitui,2023,male,30,30-34,32280.44921875
Kwale,2023,male,30,30-34,29263.53515625
Laikipia,2023,male,30,30-34,20322.046875
Lamu,2023,male,30,30-34,6847.84716796875
Machakos,2023,male,30,30-34,70086.2265625
Makueni,2023,male,30,30-34,33988.4296875
Mandera,2023,male,30,30-34,24946.59375
Marsabit,2023,male,30,30-34,18654.6015625
Meru,2023,male,30,30-34,61174.4296875
Migori,2023,male,30,30-34,37543.8515625
Mombasa,2023,male,30,30-34,71260.828125
Murang'a,2023,male,30,30-34,36943.56640625
Nairobi,2023,male,30,30-34,309863.71875
Nakuru,2023,male,30,30-34,95699.9921875
Nandi,2023,male,30,30-34,33578.0859375
Narok,2023,male,30,30-34,43729.3515625
Nyamira,2023,male,30,30-34,18585.990234375
Nyandarua,2023,male,30,30-34,20414.439453125
Nyeri,2023,male,30,30-34,27159.015625
Samburu,2023,male,30,30-34,10133.833984375
Siaya,2023,male,30,30-34,32708.51171875
TaitaTaveta,2023,male,30,30-34,14457.8408203125
TanaRiver,2023,male,30,30-34,18991.52734375
Tharaka-Nithi,2023,male,30,30-34,11718.6396484375
TransNzoia,2023,male,30,30-34,33174.5078125
Turkana,2023,male,30,30-34,31243.453125
UasinGishu,2023,male,30,30-34,52458.7734375
Vihiga,2023,male,30,30-34,15079.505859375
Wajir,2023,male,30,30-34,26563.109375
WestPokot,2023,male,30,30-34,20729.75
Baringo,2023,male,35,35-39,17239.009765625
Bomet,2023,male,35,35-39,26981.08203125
Bungoma,2023,male,35,35-39,51503.703125
Busia,2023,male,35,35-39,24050.50390625
Elgeyo-Marakwet,2023,male,35,35-39,11846.4716796875
Embu,2023,male,35,35-39,26708.62890625
Garissa,2023,male,35,35-39,23702.171875
HomaBay,2023,male,35,35-39,30306.03125
Isiolo,2023,male,35,35-39,11180.1875
Kajiado,2023,male,35,35-39,56491.421875
Kakamega,2023,male,35,35-39,41627.2890625
Kericho,2023,male,35,35-39,29913.216796875
Kiambu,2023,male,35,35-39,123611.78125
Kilifi,2023,male,35,35-39,40206.9765625
Kirinyaga,2023,male,35,35-39,41404.47265625
Kisii,2023,male,35,35-39,35266.32421875
Kisumu,2023,male,35,35-39,42287.77734375
Kitui,2023,male,35,35-39,30594.509765625
Kwale,2023,male,35,35-39,25339.046875
Laikipia,2023,male,35,35-39,19601.89453125
Lamu,2023,male,35,35-39,5755.53662109375
Machakos,2023,male,35,35-39,66105.5625
Makueni,2023,male,35,35-39,33016.2265625
Mandera,2023,male,35,35-39,17354.08203125
Marsabit,2023,male,35,35-39,13354.9521484375
Meru,2023,male,35,35-39,62584.6953125
Migori,2023,male,35,35-39,31446.96484375
Mombasa,2023,male,35,35-39,60492.82421875
Murang'a,2023,male,35,35-39,39714.3984375
Nairobi,2023,male,35,35-39,250746.34375
Nakuru,2023,male,35,35-39,85814.4453125
Nandi,2023,male,35,35-39,29351.474609375
Narok,2023,male,35,35-39,35508.9453125
Nyamira,2023,male,35,35-39,16916.14453125
Nyandarua,2023,male,35,35-39,21377.876953125
Nyeri,2023,male,35,35-39,29368.546875
Samburu,2023,male,35,35-39,7164.271484375
Siaya,2023,male,35,35-39,29852.60546875
TaitaTaveta,2023,male,35,35-39,14267.2900390625
TanaRiver,2023,male,35,35-39,16797.384765625
Tharaka-Nithi,2023,male,35,35-39,11719.1171875
TransNzoia,2023,male,35,35-39,29464.146484375
Turkana,2023,male,35,35-39,24048.470703125
UasinGishu,2023,male,35,35-39,45456.296875
Vihiga,2023,male,35,35-39,14872.2021484375
Wajir,2023,male,35,35-39,20175.369140625
WestPokot,2023,male,35,35-39,15163.298828125
Baringo,2023,male,40,40-44,13944.59765625
Bomet,2023,male,40,40-44,21830.6171875
Bungoma,2023,male,40,40-44,43821.78125
Busia,2023,male,40,40-44,19885.82421875
Elgeyo-Marakwet,2023,male,40,40-44,9715.365234375
Embu,2023,male,40,40-44,22054.6953125
Garissa,2023,male,40,40-44,24751.255859375
HomaBay,2023,male,40,40-44,23819.52734375
Isiolo,2023,male,40,40-44,8672.791015625
Kajiado,2023,male,40,40-44,40270.0703125
Kakamega,2023,male,40,40-44,35709.74609375
Kericho,2023,male,40,40-44,24427.578125
Kiambu,2023,male,40,40-44,94660.1484375
Kilifi,2023,male,40,40-44,35618.15625
Kirinyaga,2023,male,40,40-44,34809.98046875
Kisii,2023,male,40,40-44,29522.431640625
Kisumu,2023,male,40,40-44,32152.26171875
Kitui,2023,male,40,40-44,26713.345703125
Kwale,2023,male,40,40-44,22576.7734375
Laikipia,2023,male,40,40-44,16313.5390625
Lamu,2023,male,40,40-44,4944.2392578125
Machakos,2023,male,40,40-44,52708.30078125
Makueni,2023,male,40,40-44,27875.16796875
Mandera,2023,male,40,40-44,17184.765625
Marsabit,2023,male,40,40-44,11590.7841796875
Meru,2023,male,40,40-44,50465.80078125
Migori,2023,male,40,40-44,24590.32421875
Mombasa,2023,male,40,40-44,48637.796875
Murang'a,2023,male,40,40-44,35038.3359375
Nairobi,2023,male,40,40-44,180916.734375
Nakuru,2023,male,40,40-44,69299.796875
Nandi,2023,male,40,40-44,24512.1953125
Narok,2023,male,40,40-44,28339.62890625
Nyamira,2023,male,40,40-44,14731.072265625
Nyandarua,2023,male,40,40-44,18380.94140625
Nyeri,2023,male,40,40-44,25664.173828125
Samburu,2023,male,40,40-44,6721.77490234375
Siaya,2023,male,40,40-44,23572.25
TaitaTaveta,2023,male,40,40-44,11821.5771484375
TanaRiver,2023,male,40,40-44,14179.697265625
Tharaka-Nithi,2023,male,40,40-44,9939.5166015625
TransNzoia,2023,male,40,40-44,25098.1484375
Turkana,2023,male,40,40-44,19607.37890625
UasinGishu,2023,male,40,40-44,35986.53515625
Vihiga,2023,male,40,40-44,13077.1767578125
Wajir,2023,male,40,40-44,19692.8203125
WestPokot,2023,male,40,40-44,12619.515625
Baringo,2023,male,45,45-49,11898.30078125
Bomet,2023,male,45,45-49,19059.03125
Bungoma,2023,male,45,45-49,36559.75390625
Busia,2023,male,45,45-49,15185.03515625
Elgeyo-Marakwet,2023,male,45,45-49,8606.8095703125
Embu,2023,male,45,45-49,18310.02734375
Garissa,2023,male,45,45-49,15158.8740234375
HomaBay,2023,male,45,45-49,16230.57421875
Isiolo,2023,male,45,45-49,6001.796875
Kajiado,2023,male,45,45-49,31712.1171875
Kakamega,2023,male,45,45-49,28602.673828125
Kericho,2023,male,45,45-49,20470.3203125
Kiambu,2023,male,45,45-49,75212.7421875
Kilifi,2023,male,45,45-49,29332.609375
Kirinyaga,2023,male,45,45-49,29485.9453125
Kisii,2023,male,45,45-49,23581.0078125
Kisumu,2023,male,45,45-49,21779.671875
Kitui,2023,male,45,45-49,24299.017578125
Kwale,2023,male,45,45-49,18392.7734375
Laikipia,2023,male,45,45-49,13554.2080078125
Lamu,2023,male,45,45-49,4152.4990234375
Machakos,2023,male,45,45-49,42558.78125
Makueni,2023,male,45,45-49,25158.4765625
Mandera,2023,male,45,45-49,9883.416015625
Marsabit,2023,male,45,45-49,8006.49462890625
Meru,2023,male,45,45-49,40066.4921875
Migori,2023,male,45,45-49,18327.3515625
Mombasa,2023,male,45,45-49,37302.421875
Murang'a,2023,male,45,45-49,31249.2890625
Nairobi,2023,male,45,45-49,131129.765625
Nakuru,2023,male,45,45-49,56529.38671875
Nandi,2023,male,45,45-49,20388.89453125
Narok,2023,male,45,45-49,23554.66796875
Nyamira,2023,male,45,45-49,12018.8759765625
Nyandarua,2023,male,45,45-49,16702.984375
Nyeri,2023,male,45,45-49,23356.97265625
Samburu,2023,male,45,45-49,5233.4560546875
Siaya,2023,male,45,45-49,17027.451171875
TaitaTaveta,2023,male,45,45-49,10166.80078125
TanaRiver,2023,male,45,45-49,10891.6484375
Tharaka-Nithi,2023,male,45,45-49,9027.6494140625
TransNzoia,2023,male,45,45-49,19609.578125
Turkana,2023,male,45,45-49,14021.3271484375
UasinGishu,2023,male,45,45-49,28918.791015625
Vihiga,2023,male,45,45-49,11247.2568359375
Wajir,2023,male,45,45-49,11147.3212890625
WestPokot,2023,male,45,45-49,11158.0732421875
Baringo,2023,male,50,50-54,9366.228515625
Bomet,2023,male,50,50-54,12185.5810546875
Bungoma,2023,male,50,50-54,29132.6640625
Busia,2023,male,50,50-54,13346.5966796875
Elgeyo-Marakwet,2023,male,50,50-54,5799.19921875
Embu,2023,male,50,50-54,15517.3857421875
Garissa,2023,male,50,50-54,16831.47265625
HomaBay,2023,male,50,50-54,12618.162109375
Isiolo,2023,male,50,50-54,5258.4150390625
Kajiado,2023,male,50,50-54,23855.740234375
Kakamega,2023,male,50,50-54,24604.845703125
Kericho,2023,male,50,50-54,13491.18359375
Kiambu,2023,male,50,50-54,59139.0078125
Kilifi,2023,male,50,50-54,23561.90625
Kirinyaga,2023,male,50,50-54,26584.86328125
Kisii,2023,male,50,50-54,18110.48828125
Kisumu,2023,male,50,50-54,16920.890625
Kitui,2023,male,50,50-54,19335.13671875
Kwale,2023,male,50,50-54,14464.2294921875
Laikipia,2023,male,50,50-54,11866.36328125
Lamu,2023,male,50,50-54,3258.505859375
Machakos,2023,male,50,50-54,32326.421875
Makueni,2023,male,50,50-54,19750.93359375
Mandera,2023,male,50,50-54,9395.400390625
Marsabit,2023,male,50,50-54,7593.0927734375
Meru,2023,male,50,50-54,30415.501953125
Migori,2023,male,50,50-54,13595.802734375
Mombasa,2023,male,50,50-54,26171.015625
Murang'a,2023,male,50,50-54,26639.900390625
Nairobi,2023,male,50,50-54,93269.7734375
Nakuru,2023,male,50,50-54,43309.796875
Nandi,2023,male,50,50-54,15035.8515625
Narok,2023,male,50,50-54,17187.68359375
Nyamira,2023,male,50,50-54,9457.037109375
Nyandarua,2023,male,50,50-54,15107.353515625
Nyeri,2023,male,50,50-54,21795.83203125
Samburu,2023,male,50,50-54,3682.293701171875
Siaya,2023,male,50,50-54,14616.4296875
TaitaTaveta,2023,male,50,50-54,8567.05078125
TanaRiver,2023,male,50,50-54,9393.6171875
Tharaka-Nithi,2023,male,50,50-54,7054.18310546875
TransNzoia,2023,male,50,50-54,15786.962890625
Turkana,2023,male,50,50-54,11307.7548828125
UasinGishu,2023,male,50,50-54,20810.31640625
Vihiga,2023,male,50,50-54,10176.388671875
Wajir,2023,male,50,50-54,11546.880859375
WestPokot,2023,male,50,50-54,8123.02734375
Baringo,2023,male,55,55-59,7302.267578125
Bomet,2023,male,55,55-59,10140.7861328125
Bungoma,2023,male,55,55-59,25707.455078125
Busia,2023,male,55,55-59,11428.21875
Elgeyo-Marakwet,2023,male,55,55-59,5242.84228515625
Embu,2023,male,55,55-59,12944.724609375
Garissa,2023,male,55,55-59,7588.123046875
HomaBay,2023,male,55,55-59,11367.052734375
Isiolo,2023,male,55,55-59,3862.225341796875
Kajiado,2023,male,55,55-59,14801.1005859375
Kakamega,2023,male,55,55-59,21186.44921875
Kericho,2023,male,55,55-59,11497.541015625
Kiambu,2023,male,55,55-59,40299.06640625
Kilifi,2023,male,55,55-59,17707.611328125
Kirinyaga,2023,male,55,55-59,20666.578125
Kisii,2023,male,55,55-59,19917.494140625
Kisumu,2023,male,55,55-59,13690.619140625
Kitui,2023,male,55,55-59,15560.892578125
Kwale,2023,male,55,55-59,10836.56640625
Laikipia,2023,male,55,55-59,9051.3134765625
Lamu,2023,male,55,55-59,2518.619873046875
Machakos,2023,male,55,55-59,25511.845703125
Makueni,2023,male,55,55-59,15730.599609375
Mandera,2023,male,55,55-59,5141.27294921875
Marsabit,2023,male,55,55-59,4879.14111328125
Meru,2023,male,55,55-59,25344.76171875
Migori,2023,male,55,55-59,10916.0576171875
Mombasa,2023,male,55,55-59,16994.525390625
Murang'a,2023,male,55,55-59,22287.646484375
Nairobi,2023,male,55,55-59,58392.86328125
Nakuru,2023,male,55,55-59,31586.1484375
Nandi,2023,male,55,55-59,12127.111328125
Narok,2023,male,55,55-59,12026.51953125
Nyamira,2023,male,55,55-59,10346.8828125
Nyandarua,2023,male,55,55-59,11667.451171875
Nyeri,2023,male,55,55-59,17114.765625
Samburu,2023,male,55,55-59,2728.036376953125
Siaya,2023,male,55,55-59,12393.8798828125
TaitaTaveta,2023,male,55,55-59,6502.4453125
TanaRiver,2023,male,55,55-59,6805.05078125
Tharaka-Nithi,2023,male,55,55-59,6277.5234375
TransNzoia,2023,male,55,55-59,12821.341796875
Turkana,2023,male,55,55-59,6866.39697265625
UasinGishu,2023,male,55,55-59,15352.3935546875
Vihiga,2023,male,55,55-59,9011.900390625
Wajir,2023,male,55,55-59,5826.8828125
WestPokot,2023,male,55,55-59,5631.36376953125
Baringo,2023,male,60,60-64,5745.73828125
Bomet,2023,male,60,60-64,7481.091796875
Bungoma,2023,male,60,60-64,18586.021484375
Busia,2023,male,60,60-64,8364.052734375
Elgeyo-Marakwet,2023,male,60,60-64,3838.71728515625
Embu,2023,male,60,60-64,8181.314453125
Garissa,2023,male,60,60-64,8603.9443359375
HomaBay,2023,male,60,60-64,9298.3974609375
Isiolo,2023,male,60,60-64,3592.7373046875
Kajiado,2023,male,60,60-64,8979.126953125
Kakamega,2023,male,60,60-64,16356.443359375
Kericho,2023,male,60,60-64,8119.5302734375
Kiambu,2023,male,60,60-64,22588.662109375
Kilifi,2023,male,60,60-64,13115.89453125
Kirinyaga,2023,male,60,60-64,12343.841796875
Kisii,2023,male,60,60-64,14289.568359375
Kisumu,2023,male,60,60-64,10509.0625
Kitui,2023,male,60,60-64,11958.2275390625
Kwale,2023,male,60,60-64,8645.107421875
Laikipia,2023,male,60,60-64,5683.23095703125
Lamu,2023,male,60,60-64,1784.78466796875
Machakos,2023,male,60,60-64,19414.548828125
Makueni,2023,male,60,60-64,12937.4697265625
Mandera,2023,male,60,60-64,5059.6025390625
Marsabit,2023,male,60,60-64,4278.30419921875
Meru,2023,male,60,60-64,17868.3671875
Migori,2023,male,60,60-64,8302.984375
Mombasa,2023,male,60,60-64,9632.5048828125
Murang'a,2023,male,60,60-64,14900.30078125
Nairobi,2023,male,60,60-64,29379.912109375
Nakuru,2023,male,60,60-64,19312.017578125
Nandi,2023,male,60,60-64,8585.92578125
Narok,2023,male,60,60-64,8491.7568359375
Nyamira,2023,male,60,60-64,7513.6025390625
Nyandarua,2023,male,60,60-64,6912.0478515625
Nyeri,2023,male,60,60-64,10257.2578125
Samburu,2023,male,60,60-64,2528.2470703125
Siaya,2023,male,60,60-64,10214.03515625
TaitaTaveta,2023,male,60,60-64,4791.2412109375
TanaRiver,2023,male,60,60-64,5812.6259765625
Tharaka-Nithi,2023,male,60,60-64,4670.6025390625
TransNzoia,2023,male,60,60-64,9317.939453125
Turkana,2023,male,60,60-64,5798.046875
UasinGishu,2023,male,60,60-64,9743.119140625
Vihiga,2023,male,60,60-64,7898.3515625
Wajir,2023,male,60,60-64,5614.61328125
WestPokot,2023,male,60,60-64,4418.8759765625
Baringo,2023,male,65,65-69,3916.623046875
Bomet,2023,male,65,65-69,4765.962890625
Bungoma,2023,male,65,65-69,10972.677734375
Busia,2023,male,65,65-69,5218.47509765625
Elgeyo-Marakwet,2023,male,65,65-69,2751.61376953125
Embu,2023,male,65,65-69,6042.77880859375
Garissa,2023,male,65,65-69,2864.001953125
HomaBay,2023,male,65,65-69,6465.5185546875
Isiolo,2023,male,65,65-69,1763.9674072265625
Kajiado,2023,male,65,65-69,4961.8173828125
Kakamega,2023,male,65,65-69,10569.3525390625
Kericho,2023,male,65,65-69,5511.4365234375
Kiambu,2023,male,65,65-69,13969.1572265625
Kilifi,2023,male,65,65-69,9443.0615234375
Kirinyaga,2023,male,65,65-69,8403.4462890625
Kisii,2023,male,65,65-69,8501.041015625
Kisumu,2023,male,65,65-69,7122.2568359375
Kitui,2023,male,65,65-69,8972.4580078125
Kwale,2023,male,65,65-69,6127.86474609375
Laikipia,2023,male,65,65-69,3884.9296875
Lamu,2023,male,65,65-69,1167.688720703125
Machakos,2023,male,65,65-69,11773.1015625
Makueni,2023,male,65,65-69,9107.943359375
Mandera,2023,male,65,65-69,2182.7314453125
Marsabit,2023,male,65,65-69,2252.3056640625
Meru,2023,male,65,65-69,12423.494140625
Migori,2023,male,65,65-69,5339.015625
Mombasa,2023,male,65,65-69,5083.7197265625
Murang'a,2023,male,65,65-69,11537.2841796875
Nairobi,2023,male,65,65-69,14676.26953125
Nakuru,2023,male,65,65-69,12901.947265625
Nandi,2023,male,65,65-69,5533.28125
Narok,2023,male,65,65-69,5299.0625
Nyamira,2023,male,65,65-69,4295.47216796875
Nyandarua,2023,male,65,65-69,4552.4248046875
Nyeri,2023,male,65,65-69,7316.34033203125
Samburu,2023,male,65,65-69,1275.831298828125
Siaya,2023,male,65,65-69,7621.87939453125
TaitaTaveta,2023,male,65,65-69,3236.69775390625
TanaRiver,2023,male,65,65-69,2911.77587890625
Tharaka-Nithi,2023,male,65,65-69,3147.4677734375
TransNzoia,2023,male,65,65-69,5667.31689453125
Turkana,2023,male,65,65-69,3376.59130859375
UasinGishu,2023,male,65,65-69,6015.12255859375
Vihiga,2023,male,65,65-69,5855.5859375
Wajir,2023,male,65,65-69,2250.54638671875
WestPokot,2023,male,65,65-69,3104.81298828125
Baringo,2023,male,70,70-74,2653.8466796875
Bomet,2023,male,70,70-74,3096.606689453125
Bungoma,2023,male,70,70-74,6305.35888671875
Busia,2023,male,70,70-74,3384.26806640625
Elgeyo-Marakwet,2023,male,70,70-74,1669.115478515625
Embu,2023,male,70,70-74,3298.15673828125
Garissa,2023,male,70,70-74,3212.15771484375
HomaBay,2023,male,70,70-74,4244.083984375
Isiolo,2023,male,70,70-74,1294.1395263671875
Kajiado,2023,male,70,70-74,3028.490966796875
Kakamega,2023,male,70,70-74,6600.6787109375
Kericho,2023,male,70,70-74,3536.552734375
Kiambu,2023,male,70,70-74,8739.783203125
Kilifi,2023,male,70,70-74,5221.6240234375
Kirinyaga,2023,male,70,70-74,5090.23388671875
Kisii,2023,male,70,70-74,5078.431640625
Kisumu,2023,male,70,70-74,4498.408203125
Kitui,2023,male,70,70-74,5756.8232421875
Kwale,2023,male,70,70-74,3469.00830078125
Laikipia,2023,male,70,70-74,2780.969482421875
Lamu,2023,male,70,70-74,738.3565063476562
Machakos,2023,male,70,70-74,6655.6513671875
Makueni,2023,male,70,70-74,5515.08447265625
Mandera,2023,male,70,70-74,1748.846923828125
Marsabit,2023,male,70,70-74,2112.041748046875
Meru,2023,male,70,70-74,8021.84765625
Migori,2023,male,70,70-74,3358.6533203125
Mombasa,2023,male,70,70-74,2496.87255859375
Murang'a,2023,male,70,70-74,8292.208984375
Nairobi,2023,male,70,70-74,7245.67724609375
Nakuru,2023,male,70,70-74,7995.80810546875
Nandi,2023,male,70,70-74,3379.23779296875
Narok,2023,male,70,70-74,3380.8818359375
Nyamira,2023,male,70,70-74,2745.6435546875
Nyandarua,2023,male,70,70-74,3106.16015625
Nyeri,2023,male,70,70-74,5532.52734375
Samburu,2023,male,70,70-74,1111.424072265625
Siaya,2023,male,70,70-74,5141.92333984375
TaitaTaveta,2023,male,70,70-74,1845.450927734375
TanaRiver,2023,male,70,70-74,2053.46142578125
Tharaka-Nithi,2023,male,70,70-74,2045.9088134765625
TransNzoia,2023,male,70,70-74,3378.48193359375
Turkana,2023,male,70,70-74,2493.555419921875
UasinGishu,2023,male,70,70-74,3516.8076171875
Vihiga,2023,male,70,70-74,3897.88330078125
Wajir,2023,male,70,70-74,1757.4324951171875
WestPokot,2023,male,70,70-74,2068.484375
Baringo,2023,male,75,75-79,1457.853759765625
Bomet,2023,male,75,75-79,1794.71142578125
Bungoma,2023,male,75,75-79,4216.3642578125
Busia,2023,male,75,75-79,2209.87255859375
Elgeyo-Marakwet,2023,male,75,75-79,1074.152587890625
Embu,2023,male,75,75-79,2064.54345703125
Garissa,2023,male,75,75-79,1364.3990478515625
HomaBay,2023,male,75,75-79,2472.2080078125
Isiolo,2023,male,75,75-79,728.296875
Kajiado,2023,male,75,75-79,1722.2178955078125
Kakamega,2023,male,75,75-79,4145.923828125
Kericho,2023,male,75,75-79,1852.7412109375
Kiambu,2023,male,75,75-79,4800.88330078125
Kilifi,2023,male,75,75-79,3469.903076171875
Kirinyaga,2023,male,75,75-79,2910.01123046875
Kisii,2023,male,75,75-79,2954.02490234375
Kisumu,2023,male,75,75-79,2500.89794921875
Kitui,2023,male,75,75-79,3930.24560546875
Kwale,2023,male,75,75-79,2163.076416015625
Laikipia,2023,male,75,75-79,1739.7041015625
Lamu,2023,male,75,75-79,416.54827880859375
Machakos,2023,male,75,75-79,3713.306884765625
Makueni,2023,male,75,75-79,3248.517333984375
Mandera,2023,male,75,75-79,938.3783569335938
Marsabit,2023,male,75,75-79,991.1227416992188
Meru,2023,male,75,75-79,4660.1005859375
Migori,2023,male,75,75-79,2066.7822265625
Mombasa,2023,male,75,75-79,1306.266357421875
Murang'a,2023,male,75,75-79,4968.345703125
